geneid	txid	sym	strand	utr5.len	cds.len	utr3.len	Tx.len
ENSG00000162437	ENST00000371072	RAVER2	+	78	2037	2247	4362
ENSG00000177414	ENST00000371076	UBE2U	+	244	681	211	1136
ENSG00000185483	ENST00000371079	ROR1	+	375	2814	2643	5832
ENSG00000079739	ENST00000371084	PGM1	+	213	1689	570	2472
ENSG00000203965	ENST00000371088	EFCAB7	+	246	1890	177	2313
ENSG00000196233	ENST00000371103	LCOR	+	521	1302	8519	10342
ENSG00000122121	ENST00000371106	XPNPEP2	+	192	2025	1053	3270
ENSG00000088035	ENST00000371108	ALG6	+	305	1524	1542	3371
ENSG00000122126	ENST00000371113	OCRL	+	165	2706	2291	5162
ENSG00000170927	ENST00000371117	PKHD1	-	276	12225	3781	16282
ENSG00000102038	ENST00000371122	SMARCA1	-	130	3165	804	4099
ENSG00000123165	ENST00000371124	ACTRT1	-	192	1131	114	1437
ENSG00000183631	ENST00000371125	PRR32	+	80	897	251	1228
ENSG00000198889	ENST00000371126	DCAF12L1	-	243	1392	1747	3382
ENSG00000132855	ENST00000371129	ANGPTL3	+	80	1383	1342	2805
ENSG00000009694	ENST00000371130	TENM1	-	64	8178	4633	12875
ENSG00000183918	ENST00000371139	SH2D1A	+	299	387	1764	2450
ENSG00000124222	ENST00000371141	STX16	+	724	978	3235	4937
ENSG00000077147	ENST00000371142	TM9SF3	-	217	1770	4154	6141
ENSG00000203970	ENST00000371148	DEFB110	-	46	204	134	384
ENSG00000198768	ENST00000371149	APCDD1L	-	231	1506	1689	3426
ENSG00000132854	ENST00000371153	KANK4	-	379	2988	1298	4665
ENSG00000132849	ENST00000371158	PATJ	+	114	5406	2985	8505
ENSG00000101972	ENST00000371160	STAG2	+	290	3696	2059	6045
ENSG00000124237	ENST00000371168	C20orf85	+	61	414	328	803
ENSG00000197430	ENST00000371172	OPALIN	-	406	426	2725	3557
ENSG00000124256	ENST00000371173	ZBP1	-	178	1290	727	2195
ENSG00000107447	ENST00000371174	DNTT	+	102	1530	340	1972
ENSG00000112077	ENST00000371175	RHAG	-	27	1230	655	1912
ENSG00000203972	ENST00000371197	GLYATL3	+	113	867	133	1113
ENSG00000101966	ENST00000371199	XIAP	+	299	1494	6798	8591
ENSG00000162598	ENST00000371201	C1orf87	-	108	1641	279	2028
ENSG00000134716	ENST00000371204	CYP2J2	-	44	1509	343	1896
ENSG00000138185	ENST00000371205	ENTPD1	+	283	1533	219	2035
ENSG00000134709	ENST00000371208	HOOK1	+	257	2187	3413	5857
ENSG00000124818	ENST00000371211	OPN5	+	28	1065	708	1801
ENSG00000177606	ENST00000371222	JUN	-	1257	996	1287	3540
ENSG00000059573	ENST00000371224	ALDH18A1	-	138	2388	833	3359
ENSG00000184292	ENST00000371225	TACSTD2	-	617	972	762	2351
ENSG00000162600	ENST00000371226	OMA1	-	114	1575	246	1935
ENSG00000173406	ENST00000371236	DAB1	-	264	1668	3366	5298
ENSG00000021852	ENST00000371237	C8B	-	67	1776	194	2037
ENSG00000162409	ENST00000371244	PRKAA2	+	66	1659	7622	9347
ENSG00000095637	ENST00000371249	SORBS1	-	190	2451	3286	5927
ENSG00000162407	ENST00000371250	PLPP3	-	552	936	1804	3292
ENSG00000153292	ENST00000371253	ADGRF1	-	216	2733	2519	5468
ENSG00000054796	ENST00000371263	SPO11	+	109	1191	534	1834
ENSG00000162399	ENST00000371265	BSND	+	254	963	2255	3472
ENSG00000143001	ENST00000371268	TMEM61	+	274	633	190	1097
ENSG00000116133	ENST00000371269	DHCR24	-	99	1551	2600	4250
ENSG00000138115	ENST00000371270	CYP2C8	-	95	1473	355	1923
ENSG00000006555	ENST00000371274	TTC22	-	35	1119	995	2149
ENSG00000162396	ENST00000371279	PARS2	-	83	1428	836	2347
ENSG00000243725	ENST00000371281	TTC4	+	87	1164	1144	2395
ENSG00000236446	ENST00000371311	CT47B1	-	259	900	169	1328
ENSG00000162390	ENST00000371316	ACOT11	+	82	1824	4463	6369
ENSG00000232119	ENST00000371317	MCTS1	+	257	546	215	1018
ENSG00000157216	ENST00000371320	SSBP3	-	411	1167	499	2077
ENSG00000165841	ENST00000371321	CYP2C19	+	82	1473	346	1901
ENSG00000213714	ENST00000371325	FAM209B	+	96	516	82	694
ENSG00000124103	ENST00000371328	FAM209A	+	323	516	72	911
ENSG00000157211	ENST00000371330	CDCP2	-	848	1350	525	2723
ENSG00000153291	ENST00000371347	SLC25A27	+	252	972	1739	2963
ENSG00000173145	ENST00000371361	NOC3L	-	101	2403	951	3455
ENSG00000116212	ENST00000371370	LRRC42	+	521	1287	229	2037
ENSG00000148408	ENST00000371372	CACNA1B	+	145	7020	2625	9790
ENSG00000138193	ENST00000371380	PLCE1	+	235	6909	4880	12024
ENSG00000112796	ENST00000371383	ENPP5	-	261	1434	2139	3834
ENSG00000124098	ENST00000371384	FAM210B	+	91	579	2376	3046
ENSG00000131721	ENST00000371388	RHOXF2	+	190	867	1843	2900
ENSG00000203989	ENST00000371402	RHOXF2B	-	153	867	1844	2864
ENSG00000176273	ENST00000371408	SLC35G1	+	61	1095	2334	3490
ENSG00000101882	ENST00000371410	NKAP	-	167	1248	4548	5963
ENSG00000108231	ENST00000371418	LGI1	+	336	1674	371	2381
ENSG00000101132	ENST00000371419	PFDN4	+	254	405	803	1462
ENSG00000197070	ENST00000371421	ARRDC1	+	64	1302	220	1586
ENSG00000058804	ENST00000371429	NDC1	-	599	2025	2510	5134
ENSG00000186471	ENST00000371431	AKAP14	+	274	594	109	977
ENSG00000125356	ENST00000371437	NDUFA1	+	425	213	128	766
ENSG00000124813	ENST00000371438	RUNX2	+	358	1566	3774	5698
ENSG00000125352	ENST00000371442	RNF113A	-	214	1032	107	1353
ENSG00000182154	ENST00000371443	MRPL41	+	788	414	60	1262
ENSG00000143006	ENST00000371445	DMRTB1	+	55	1029	826	1910
ENSG00000095464	ENST00000371447	PDE6C	+	138	2577	592	3307
ENSG00000196284	ENST00000371460	SUPT3H	-	318	987	1084	2389
ENSG00000138207	ENST00000371467	RBP4	-	320	606	388	1314
ENSG00000162385	ENST00000371470	MAGOH	-	162	441	153	756
ENSG00000171940	ENST00000371471	ZNF217	-	426	3147	2223	5796
ENSG00000096401	ENST00000371477	CDC5L	+	299	2409	3715	6423
ENSG00000186188	ENST00000371481	FFAR4	+	56	1086	2463	3605
ENSG00000138180	ENST00000371485	CEP55	+	304	1395	939	2638
ENSG00000157184	ENST00000371486	CPT2	+	515	1977	602	3094
ENSG00000162383	ENST00000371494	SLC1A7	-	128	1683	826	2637
ENSG00000182463	ENST00000371497	TSHZ2	+	887	3105	8195	12187
ENSG00000146221	ENST00000371505	TCTE1	-	123	1506	1438	3067
ENSG00000188833	ENST00000371506	ENTPD8	-	184	1488	550	2222
ENSG00000116171	ENST00000371514	SCP2	+	168	1644	999	2811
ENSG00000121310	ENST00000371522	ECHDC2	-	94	879	536	1509
ENSG00000186416	ENST00000371527	NKRF	-	653	2073	1015	3741
ENSG00000203995	ENST00000371528	ZYG11A	+	148	2280	2041	4469
ENSG00000162377	ENST00000371538	COA7	-	40	696	3269	4005
ENSG00000184709	ENST00000371542	LRRC26	-	108	1005	96	1209
ENSG00000096384	ENST00000371554	HSP90AB1	+	214	2175	285	2674
ENSG00000077721	ENST00000371558	UBE2A	+	245	459	1170	1874
ENSG00000176884	ENST00000371561	GRIN1	+	1097	2817	1235	5149
ENSG00000085840	ENST00000371568	ORC1	-	219	2586	352	3157
ENSG00000026559	ENST00000371571	KCNG1	-	286	1542	383	2211
ENSG00000154222	ENST00000371586	CC2D1B	-	139	2577	2926	5642
ENSG00000000419	ENST00000371588	DPM1	-	27	783	265	1075
ENSG00000177239	ENST00000371589	MAN1B1	+	73	2100	596	2769
ENSG00000107281	ENST00000371601	NPDC1	-	214	978	302	1494
ENSG00000124171	ENST00000371610	PARD6B	+	243	1119	3253	4615
ENSG00000198841	ENST00000371614	KTI12	-	55	1065	594	1714
ENSG00000148362	ENST00000371620	C9orf142	+	26	615	171	812
ENSG00000196396	ENST00000371621	PTPN1	+	174	1308	2526	4008
ENSG00000107317	ENST00000371625	PTGDS	+	74	573	160	807
ENSG00000117862	ENST00000371626	TXNDC12	-	1075	519	802	2396
ENSG00000107854	ENST00000371627	TNKS2	+	379	3501	2277	6157
ENSG00000175556	ENST00000371628	LONRF3	+	31	2280	239	2550
ENSG00000240849	ENST00000371652	TMEM189	-	97	813	6804	7714
ENSG00000169213	ENST00000371655	RAB3B	-	213	660	11971	12844
ENSG00000131724	ENST00000371666	IL13RA1	+	67	1284	2685	4036
ENSG00000244687	ENST00000371674	UBE2V1	-	45	444	1644	2133
ENSG00000204001	ENST00000371688	LCN8	-	296	459	112	867
ENSG00000165716	ENST00000371692	FAM69B	+	96	1296	276	1668
ENSG00000169692	ENST00000371696	AGPAT2	-	66	837	609	1512
ENSG00000148677	ENST00000371697	ANKRD1	-	249	960	770	1979
ENSG00000172889	ENST00000371699	EGFL7	+	911	822	392	2125
ENSG00000148688	ENST00000371703	RPP30	+	271	807	1511	2589
ENSG00000158470	ENST00000371711	B4GALT5	-	188	1167	3367	4722
ENSG00000148384	ENST00000371712	INPP5E	-	403	1935	1056	3394
ENSG00000165688	ENST00000371717	PMPCA	+	99	1578	497	2174
ENSG00000187796	ENST00000371732	CARD9	-	166	1611	346	2123
ENSG00000085832	ENST00000371733	EPS15	-	97	2691	2437	5225
ENSG00000213221	ENST00000371738	DNLZ	-	75	537	112	724
ENSG00000158445	ENST00000371741	KCNB1	-	196	2577	9106	11879
ENSG00000107187	ENST00000371746	LHX3	-	119	1209	1075	2403
ENSG00000130560	ENST00000371756	UBAC1	-	218	1218	431	1867
ENSG00000107147	ENST00000371757	KCNT1	+	67	3708	942	4717
ENSG00000122140	ENST00000371785	MRPS2	+	209	891	540	1640
ENSG00000152779	ENST00000371790	SLC16A12	-	301	1551	2765	4617
ENSG00000130558	ENST00000371793	OLFM1	+	251	1458	735	2444
ENSG00000152778	ENST00000371795	IFIT5	+	213	1449	2353	4015
ENSG00000185745	ENST00000371804	IFIT1	+	167	1437	276	1880
ENSG00000085265	ENST00000371806	FCN1	-	92	981	213	1286
ENSG00000204010	ENST00000371809	IFIT1B	+	80	1425	467	1972
ENSG00000130635	ENST00000371817	COL5A1	+	414	5517	2540	8471
ENSG00000119917	ENST00000371818	IFIT3	+	180	1473	843	2496
ENSG00000162374	ENST00000371819	ELAVL4	+	235	1116	1116	2467
ENSG00000119922	ENST00000371826	IFIT2	+	169	1419	1901	3489
ENSG00000162373	ENST00000371833	BEND5	-	87	1266	363	1716
ENSG00000186094	ENST00000371839	AGBL4	-	117	1512	1318	2947
ENSG00000132122	ENST00000371847	SPATA6	-	165	1467	3341	4973
ENSG00000138135	ENST00000371852	CH25H	-	22	819	845	1686
ENSG00000124214	ENST00000371856	STAU1	-	411	1734	1539	3684
ENSG00000123453	ENST00000371872	SARDH	-	258	2757	329	3344
ENSG00000162368	ENST00000371873	CMPK1	+	149	687	2094	2930
ENSG00000162365	ENST00000371891	CYP4A22	+	31	1560	944	2535
ENSG00000204019	ENST00000371894	CT83	-	147	342	59	548
ENSG00000160326	ENST00000371899	SLC2A6	-	78	1524	926	2528
ENSG00000186377	ENST00000371901	CYP4X1	+	250	1530	577	2357
ENSG00000180772	ENST00000371906	AGTR2	+	190	1092	1600	2882
ENSG00000138134	ENST00000371926	STAMBPL1	+	958	1311	263	2532
ENSG00000160323	ENST00000371929	ADAMTS13	+	444	4284	206	4934
ENSG00000152766	ENST00000371930	ANKRD22	-	211	576	809	1596
ENSG00000159658	ENST00000371933	EFCAB14	-	977	1488	3302	5767
ENSG00000123496	ENST00000371936	IL13RA2	-	250	1143	105	1498
ENSG00000204022	ENST00000371939	LIPJ	+	314	1101	69	1484
ENSG00000142961	ENST00000371940	MOB3C	-	3144	651	1930	5725
ENSG00000124126	ENST00000371941	PREX1	-	23	4980	1633	6636
ENSG00000148300	ENST00000371942	REXO4	-	200	1269	891	2360
ENSG00000171862	ENST00000371953	PTEN	+	1357	1212	6458	9027
ENSG00000198870	ENST00000371957	STKLD1	+	107	2041	675	2823
ENSG00000148291	ENST00000371964	SURF2	+	41	771	30	842
ENSG00000182508	ENST00000371968	LHFPL1	-	240	663	772	1675
ENSG00000204025	ENST00000371970	TRPC5OS	+	665	336	1805	2806
ENSG00000148290	ENST00000371974	SURF1	-	32	903	158	1093
ENSG00000085999	ENST00000371975	RAD54L	+	674	2244	190	3108
ENSG00000171357	ENST00000371980	LURAP1	+	93	720	1041	1854
ENSG00000085998	ENST00000371984	POMGNT1	-	158	1983	587	2728
ENSG00000148248	ENST00000371989	SURF4	-	130	810	2044	2984
ENSG00000107789	ENST00000371996	MINPP1	+	41	1464	910	2415
ENSG00000124151	ENST00000371998	NCOA3	+	191	4275	202	4668
ENSG00000117472	ENST00000372003	TSPAN1	+	464	726	425	1615
ENSG00000077264	ENST00000372007	PAK3	+	391	1635	6914	8940
ENSG00000148671	ENST00000372013	ADIRF	+	353	231	333	917
ENSG00000180992	ENST00000372014	MRPL14	-	132	438	389	959
ENSG00000173267	ENST00000372017	SNCG	+	42	384	275	701
ENSG00000148296	ENST00000372022	SURF6	-	266	1086	3082	4434
ENSG00000159596	ENST00000372025	TMEM69	+	1157	744	538	2439
ENSG00000173269	ENST00000372027	MMRN2	-	322	2850	1203	4375
ENSG00000107779	ENST00000372037	BMPR1A	+	537	1599	9119	11255
ENSG00000148288	ENST00000372040	GBGT1	-	312	1044	624	1980
ENSG00000160271	ENST00000372050	RALGDS	-	22	2745	867	3634
ENSG00000117448	ENST00000372070	AKR1A1	+	747	978	93	1818
ENSG00000157600	ENST00000372073	TMEM164	+	336	894	4337	5567
ENSG00000070759	ENST00000372086	TESK2	-	401	1716	957	3074
ENSG00000132773	ENST00000372090	TOE1	+	583	1533	273	2389
ENSG00000148308	ENST00000372097	GTF3C5	+	323	1560	523	2406
ENSG00000132781	ENST00000372098	MUTYH	-	134	1641	64	1839
ENSG00000176076	ENST00000372101	KCNE5	-	152	429	892	1473
ENSG00000148602	ENST00000372105	LRIT1	-	22	1872	334	2228
ENSG00000101888	ENST00000372106	NXT2	+	131	429	2002	2562
ENSG00000172315	ENST00000372114	TP53RK	-	365	762	2388	3515
ENSG00000188373	ENST00000372126	C10orf99	+	114	246	528	888
ENSG00000133124	ENST00000372129	IRS4	-	65	3774	89	3928
ENSG00000165678	ENST00000372134	GHITM	+	193	1038	897	2128
ENSG00000185737	ENST00000372141	NRG3	+	27	2091	40	2158
ENSG00000125484	ENST00000372146	GTF3C4	+	564	2469	6010	9043
ENSG00000125485	ENST00000372159	DDX31	-	152	2556	1869	4577
ENSG00000172426	ENST00000372163	RSPH9	+	53	831	1650	2534
ENSG00000124688	ENST00000372171	MAD2L1BP	+	57	825	419	1301
ENSG00000126107	ENST00000372172	HECTD3	-	72	2586	952	3610
ENSG00000107263	ENST00000372190	RAPGEF1	-	38	3288	2719	6045
ENSG00000117425	ENST00000372192	PTCH2	-	131	3612	482	4225
ENSG00000133665	ENST00000372199	DYDC2	+	598	534	1122	2254
ENSG00000173846	ENST00000372201	PLK3	+	239	1941	312	2492
ENSG00000170788	ENST00000372204	DYDC1	-	165	534	51	750
ENSG00000151224	ENST00000372213	MAT1A	-	261	1188	1961	3410
ENSG00000130717	ENST00000372215	UCK1	-	94	834	1239	2167
ENSG00000142945	ENST00000372224	KIF2C	+	113	2178	588	2879
ENSG00000080189	ENST00000372227	SLC35C2	-	541	1098	866	2505
ENSG00000101844	ENST00000372232	ATG4A	+	159	1197	959	2315
ENSG00000170734	ENST00000372236	POLH	+	295	2142	1103	3540
ENSG00000126106	ENST00000372237	TMEM53	-	164	834	1312	2310
ENSG00000117419	ENST00000372257	ERI3	-	182	1014	488	1684
ENSG00000189129	ENST00000372263	PLAC9	+	42	294	449	785
ENSG00000160539	ENST00000372264	PLPP7	+	304	816	975	2095
ENSG00000126882	ENST00000372271	FAM78A	-	368	852	2746	3966
ENSG00000133678	ENST00000372281	TMEM254	+	30	372	1640	2042
ENSG00000101017	ENST00000372285	CD40	+	72	834	823	1729
ENSG00000178028	ENST00000372289	DMAP1	+	263	1404	63	1730
ENSG00000133661	ENST00000372292	SFTPD	-	41	1128	112	1281
ENSG00000171872	ENST00000372299	KLF17	+	58	1170	1903	3131
ENSG00000196517	ENST00000372310	SLC6A9	-	166	1902	1062	3130
ENSG00000159214	ENST00000372318	CCDC24	+	171	924	368	1463
ENSG00000185303	ENST00000372325	SFTPA2	-	85	747	1357	2189
ENSG00000165424	ENST00000372336	ZCCHC24	-	187	726	4020	4933
ENSG00000130720	ENST00000372338	FIBCD1	-	243	1386	1624	3253
ENSG00000117408	ENST00000372343	IPO13	+	662	2892	340	3894
ENSG00000130713	ENST00000372358	EXOSC2	+	71	882	1087	2040
ENSG00000138326	ENST00000372360	RPS24	+	37	402	71	510
ENSG00000148606	ENST00000372371	POLR3A	-	138	4173	2329	6640
ENSG00000171453	ENST00000372389	POLR1C	+	88	1041	226	1355
ENSG00000130707	ENST00000372394	ASS1	+	481	1239	253	1973
ENSG00000066135	ENST00000372396	KDM4A	+	134	3195	1145	4474
ENSG00000157514	ENST00000372397	TSC22D3	-	324	405	1298	2027
ENSG00000107130	ENST00000372398	NCS1	+	86	573	4332	4991
ENSG00000100982	ENST00000372409	PCIF1	+	364	2115	268	2747
ENSG00000137207	ENST00000372422	YIPF3	-	183	1053	340	1576
ENSG00000178922	ENST00000372425	HYI	-	196	834	235	1265
ENSG00000147224	ENST00000372435	PRPS1	+	122	957	994	2073
ENSG00000204052	ENST00000372441	LRRC73	-	901	951	269	2121
ENSG00000137221	ENST00000372444	TJAP1	+	433	1644	701	2778
ENSG00000136819	ENST00000372447	C9orf78	-	54	870	871	1795
ENSG00000159479	ENST00000372457	MED8	-	44	807	1073	1924
ENSG00000117399	ENST00000372462	CDC20	+	203	1500	74	1777
ENSG00000198088	ENST00000372466	NUP62CL	-	252	555	948	1755
ENSG00000167157	ENST00000372469	PRRX2	+	227	762	322	1311
ENSG00000066056	ENST00000372476	TIE1	+	79	3417	386	3882
ENSG00000179058	ENST00000372478	C9orf50	-	202	1296	122	1620
ENSG00000089682	ENST00000372479	RBM41	-	31	1242	389	1662
ENSG00000064601	ENST00000372484	CTSA	+	282	1497	370	2149
ENSG00000188483	ENST00000372491	IER5L	-	210	1215	1286	2711
ENSG00000148655	ENST00000372499	C10orf11	+	215	597	87	899
ENSG00000164011	ENST00000372506	ZNF691	+	340	855	664	1859
ENSG00000164010	ENST00000372517	ERMAP	+	244	1428	1751	3423
ENSG00000124257	ENST00000372518	NEURL2	-	296	858	124	1278
ENSG00000149634	ENST00000372519	SPATA25	-	45	684	28	757
ENSG00000177868	ENST00000372521	SVBP	-	99	201	358	658
ENSG00000168612	ENST00000372523	ZSWIM1	+	95	1458	1216	2769
ENSG00000165655	ENST00000372524	ZNF503	-	487	1941	919	3347
ENSG00000164008	ENST00000372525	C1orf50	+	43	600	353	996
ENSG00000165644	ENST00000372538	COMTD1	-	83	789	104	976
ENSG00000164007	ENST00000372539	CLDN19	-	77	636	873	1586
ENSG00000167130	ENST00000372546	DOLPP1	+	32	717	1428	2177
ENSG00000147231	ENST00000372548	CXorf57	+	109	2568	1184	3861
ENSG00000101470	ENST00000372555	TNNC2	-	93	483	134	710
ENSG00000148341	ENST00000372564	SH3GLB2	-	146	1188	1648	2982
ENSG00000066185	ENST00000372565	ZMYND12	-	270	1098	407	1775
ENSG00000198815	ENST00000372572	FOXJ3	-	312	1869	3171	5352
ENSG00000095319	ENST00000372577	NUP188	+	21	5250	418	5689
ENSG00000044012	ENST00000372581	GUCA2B	+	30	339	228	597
ENSG00000189108	ENST00000372582	IL1RAPL2	+	756	2061	168	2985
ENSG00000127124	ENST00000372583	HIVEP3	-	886	7221	4086	12193
ENSG00000137204	ENST00000372585	SLC22A7	+	95	1647	813	2555
ENSG00000175283	ENST00000372586	DOLK	-	316	1617	157	2090
ENSG00000127129	ENST00000372587	EDN2	-	70	537	634	1241
ENSG00000123576	ENST00000372588	ESX1	-	84	1221	190	1495
ENSG00000175287	ENST00000372592	PHYHD1	+	933	876	324	2133
ENSG00000188828	ENST00000372617	GLRA4	-	421	1254	120	1795
ENSG00000171793	ENST00000372621	CTPS1	+	508	1776	917	3201
ENSG00000101457	ENST00000372622	DNTTIP1	+	68	990	232	1290
ENSG00000172465	ENST00000372625	TCEAL1	+	164	480	557	1201
ENSG00000196507	ENST00000372628	TCEAL3	+	358	603	260	1221
ENSG00000172476	ENST00000372633	RAB40A	-	2119	834	173	3126
ENSG00000179862	ENST00000372638	CITED4	-	239	555	522	1316
ENSG00000167136	ENST00000372642	ENDOG	+	211	894	67	1172
ENSG00000180305	ENST00000372643	WFDC10A	+	288	240	178	706
ENSG00000166681	ENST00000372645	BEX3	+	327	336	250	913
ENSG00000107021	ENST00000372648	TBC1D13	+	150	1203	2553	3906
ENSG00000185222	ENST00000372661	TCEAL9	+	311	315	470	1096
ENSG00000101443	ENST00000372676	WFDC2	+	76	375	163	614
ENSG00000133134	ENST00000372677	BEX2	-	268	387	244	899
ENSG00000204065	ENST00000372680	TCEAL5	-	295	621	252	1168
ENSG00000117016	ENST00000372684	RIMS3	-	470	927	5838	7235
ENSG00000180964	ENST00000372685	TCEAL8	-	237	354	631	1222
ENSG00000102409	ENST00000372695	BEX4	+	235	363	730	1328
ENSG00000117010	ENST00000372699	ZNF684	+	251	1137	709	2097
ENSG00000164002	ENST00000372703	EXO5	+	1074	1122	371	2567
ENSG00000187815	ENST00000372706	ZFP69	+	1006	1581	284	2871
ENSG00000244274	ENST00000372712	DBNDD2	+	581	486	470	1537
ENSG00000119333	ENST00000372715	WDR34	-	61	1611	83	1755
ENSG00000084070	ENST00000372718	SMAP2	+	424	1290	1225	2939
ENSG00000124251	ENST00000372726	TP53TG5	-	157	873	1344	2374
ENSG00000133169	ENST00000372728	BEX1	-	240	378	246	864
ENSG00000197694	ENST00000372731	SPTAN1	+	142	7419	328	7889
ENSG00000124145	ENST00000372733	SDC4	-	40	597	1976	2613
ENSG00000198908	ENST00000372735	BHLHB9	+	585	1644	2901	5130
ENSG00000049089	ENST00000372748	COL9A2	-	97	2070	695	2862
ENSG00000084073	ENST00000372759	ZMPSTE24	+	165	1428	1515	3108
ENSG00000122861	ENST00000372764	PLAU	+	93	1296	932	2321
ENSG00000188800	ENST00000372766	TMCO2	+	93	549	97	739
ENSG00000124157	ENST00000372769	SEMG2	+	90	1749	212	2051
ENSG00000117000	ENST00000372771	RLF	+	27	5745	474	6246
ENSG00000204071	ENST00000372774	TCEAL6	-	250	552	304	1106
ENSG00000184905	ENST00000372780	TCEAL2	+	219	684	197	1100
ENSG00000124233	ENST00000372781	SEMG1	+	57	1389	216	1662
ENSG00000166432	ENST00000372782	ZMAT1	-	48	1917	1220	3185
ENSG00000175121	ENST00000372789	WFDC5	-	89	372	557	1018
ENSG00000136811	ENST00000372791	ODF2	+	353	1917	105	2375
ENSG00000131236	ENST00000372797	CAP1	+	561	1428	1116	3105
ENSG00000101109	ENST00000372806	STK4	+	95	1464	4783	6342
ENSG00000168389	ENST00000372811	MFSD2A	+	163	1593	398	2154
ENSG00000025772	ENST00000372813	TOMM34	-	153	930	979	2062
ENSG00000116990	ENST00000372816	MYCL	-	448	1095	145	1688
ENSG00000116985	ENST00000372827	BMP8B	-	376	1209	3237	4822
ENSG00000126947	ENST00000372829	ARMCX1	+	371	1362	408	2141
ENSG00000137161	ENST00000372836	CNPY3	+	371	837	496	1704
ENSG00000167123	ENST00000372838	CERCAM	+	398	1788	499	2685
ENSG00000166913	ENST00000372839	YWHAB	+	274	741	2094	3109
ENSG00000196968	ENST00000372841	FUT11	+	43	1479	534	2056
ENSG00000116983	ENST00000372844	HPCAL4	-	392	576	3888	4856
ENSG00000101098	ENST00000372851	RIMS4	-	67	810	4326	5203
ENSG00000163909	ENST00000372852	HEYL	-	320	987	2354	3661
ENSG00000167118	ENST00000372853	URM1	+	62	306	2282	2650
ENSG00000090621	ENST00000372856	PABPC4	-	800	1896	320	3016
ENSG00000124249	ENST00000372861	KCNK15	+	131	993	1475	2599
ENSG00000064205	ENST00000372868	WISP2	+	343	753	504	1600
ENSG00000196839	ENST00000372874	ADA	-	135	1092	312	1539
ENSG00000124659	ENST00000372876	TBCC	-	23	1041	552	1616
ENSG00000168734	ENST00000372889	PKIG	+	585	231	673	1489
ENSG00000167112	ENST00000372890	TRUB2	-	334	996	4389	5719
ENSG00000024048	ENST00000372899	UBR2	+	258	5268	2331	7857
ENSG00000126953	ENST00000372902	TIMM8A	-	532	294	838	1664
ENSG00000124120	ENST00000372904	TTPAL	+	143	1029	5062	6234
ENSG00000138279	ENST00000372921	ANXA7	-	57	1401	994	2452
ENSG00000124496	ENST00000372922	TRERF1	-	563	3603	3120	7286
ENSG00000102384	ENST00000372927	CENPI	+	277	2271	714	3262
ENSG00000126950	ENST00000372930	TMEM35A	+	283	504	1408	2195
ENSG00000188917	ENST00000372936	TRMT2B	-	773	1515	1039	3327
ENSG00000182180	ENST00000372945	MRPS16	-	211	414	2009	2634
ENSG00000213551	ENST00000372950	DNAJC9	-	1673	783	576	3032
ENSG00000182489	ENST00000372956	XKRX	-	605	1350	893	2848
ENSG00000214732	ENST00000372963	RP1-139D8.6	+	94	384	169	647
ENSG00000007952	ENST00000372966	NOX1	-	206	1695	628	2529
ENSG00000168653	ENST00000372969	NDUFS5	+	87	321	140	548
ENSG00000132823	ENST00000372970	OSER1	-	181	879	556	1616
ENSG00000122882	ENST00000372979	ECD	-	207	1935	927	3069
ENSG00000149596	ENST00000372980	JPH2	-	873	2091	1823	4787
ENSG00000102362	ENST00000372989	SYTL4	-	332	2016	1537	3885
ENSG00000112576	ENST00000372991	CCND3	-	199	879	1007	2085
ENSG00000171159	ENST00000372994	C9orf16	+	148	252	313	713
ENSG00000116954	ENST00000373001	RRAGC	-	177	1200	1355	2732
ENSG00000124196	ENST00000373003	GTSF1L	-	304	447	84	835
ENSG00000102359	ENST00000373004	SRPX2	+	428	1398	312	2138
ENSG00000185668	ENST00000373012	POU3F1	-	51	1356	777	2184
ENSG00000183520	ENST00000373014	UTP11	+	61	762	1196	2019
ENSG00000183386	ENST00000373016	FHL3	-	169	843	635	1647
ENSG00000137218	ENST00000373018	FRS3	-	252	1479	443	2174
ENSG00000183431	ENST00000373019	SF3A3	-	956	1506	1211	3673
ENSG00000000003	ENST00000373020	TSPAN6	-	112	738	1356	2206
ENSG00000204084	ENST00000373024	INPP5B	-	88	2742	230	3060
ENSG00000096088	ENST00000373025	PGC	-	63	1167	141	1371
ENSG00000101052	ENST00000373030	IFT52	+	130	1314	313	1757
ENSG00000000005	ENST00000373031	TNMD	+	217	954	168	1339
ENSG00000138308	ENST00000373032	PLA2G12B	-	93	588	447	1128
ENSG00000188786	ENST00000373036	MTF1	-	141	2262	5569	7972
ENSG00000204086	ENST00000373040	RPA4	+	403	786	371	1560
ENSG00000197982	ENST00000373042	C1orf122	+	259	333	381	973
ENSG00000185090	ENST00000373045	MANEAL	+	381	1374	930	2685
ENSG00000156026	ENST00000373053	MCU	+	21	1056	1872	2949
ENSG00000134690	ENST00000373055	CDCA8	+	273	843	1353	2469
ENSG00000134697	ENST00000373062	GNL2	-	99	2196	39	2334
ENSG00000148339	ENST00000373064	SLC25A25	+	263	1410	1801	3474
ENSG00000171169	ENST00000373078	NAIF1	-	220	984	2195	3399
ENSG00000186310	ENST00000373079	NAP1L3	-	264	1521	854	2639
ENSG00000163874	ENST00000373087	ZC3H12A	+	116	1800	768	2684
ENSG00000096264	ENST00000373089	NCR2	+	88	831	23	942
ENSG00000102290	ENST00000373094	PCDH11X	+	845	4044	4290	9179
